Support,Pattern,Decoded_Pattern
10,"[39, 39, 24]","[['?'], ['?'], ['?']]"
10,"[39, 39, 49]","[['?'], ['?'], ['?']]"
10,"[39, 39, 4, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 39, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 39, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 39, 3]","[['?'], ['?'], ['?']]"
10,"[39, 39, 18, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 39, 18, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 39, 30]","[['?'], ['?'], ['?']]"
10,"[39, 39, 8]","[['?'], ['?'], ['?']]"
10,"[39, 18, 11, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 4, 0]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 4, 43, 43]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 4, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 4, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 0, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 0, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 43, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 43, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 43, 1]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 25]","[['?'], ['?'], ['?']]"
10,"[39, 18, 27, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 27, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 27, 2]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 20, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 18, 27, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 18, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 18, 48]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 18, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 18, 30]","[['?'], ['?'], ['?']]"
10,"[39, 18, 35]","[['?'], ['?'], ['?']]"
10,"[39, 18, 2]","[['?'], ['?'], ['?']]"
10,"[39, 49, 48]","[['?'], ['?'], ['?']]"
10,"[39, 20, 20, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 20, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 20, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 20, 4, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 20, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 20, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 20, 39]","[['?'], ['?'], ['?']]"
10,"[39, 20, 38]","[['?'], ['?'], ['?']]"
10,"[39, 30, 13]","[['?'], ['?'], ['?']]"
10,"[39, 30, 43]","[['?'], ['?'], ['?']]"
10,"[39, 30, 48]","[['?'], ['?'], ['?']]"
10,"[39, 30, 38]","[['?'], ['?'], ['?']]"
10,"[39, 2, 18]","[['?'], ['?'], ['?']]"
10,"[39, 2, 27]","[['?'], ['?'], ['?']]"
10,"[39, 8, 20]","[['?'], ['?'], ['?']]"
10,"[39, 8, 13]","[['?'], ['?'], ['?']]"
10,"[39, 6]","[['?'], ['?']]"
10,"[39, 19, 4]","[['?'], ['?'], ['?']]"
10,"[39, 19, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 19, 1]","[['?'], ['?'], ['?']]"
10,"[39, 19, 27, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[39, 19, 38]","[['?'], ['?'], ['?']]"
10,"[39, 1, 22]","[['?'], ['?'], ['?']]"
10,"[39, 15, 4]","[['?'], ['?'], ['?']]"
10,"[32, 27, 27]","[['?'], ['?'], ['?']]"
10,"[32, 27, 38]","[['?'], ['?'], ['?']]"
10,"[32, 27, 20]","[['?'], ['?'], ['?']]"
10,"[32, 43, 39]","[['?'], ['?'], ['?']]"
10,"[32, 18, 18]","[['?'], ['?'], ['?']]"
10,"[32, 18, 11]","[['?'], ['?'], ['?']]"
10,"[32, 38, 27]","[['?'], ['?'], ['?']]"
10,"[32, 38, 20]","[['?'], ['?'], ['?']]"
10,"[32, 38, 18]","[['?'], ['?'], ['?']]"
10,"[32, 38, 4]","[['?'], ['?'], ['?']]"
10,"[32, 1]","[['?'], ['?']]"
10,"[37, 4, 22]","[['?'], ['?'], ['?']]"
10,"[37, 22, 13]","[['?'], ['?'], ['?']]"
10,"[37, 21]","[['?'], ['?']]"
10,"[37, 39]","[['?'], ['?']]"
10,"[37, 7]","[['?'], ['?']]"
10,"[20, 4, 18, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 17]","[['?'], ['?'], ['?']]"
10,"[20, 4, 4, 18, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 4, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 4, 45]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 4, 11]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 4, 30]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 43, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 43, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 39, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 39, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 44]","[['?'], ['?'], ['?']]"
10,"[20, 4, 22, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 31]","[['?'], ['?'], ['?']]"
10,"[20, 4, 27, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 4, 8]","[['?'], ['?'], ['?']]"
10,"[20, 24, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 24, 4, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 24, 39]","[['?'], ['?'], ['?']]"
10,"[20, 24, 11]","[['?'], ['?'], ['?']]"
10,"[20, 24, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 24, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 24, 33]","[['?'], ['?'], ['?']]"
10,"[20, 24, 20, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 4, 18, 43]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 4, 18, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 4, 4, 4]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 4, 4, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 7, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 18, 43, 27]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 18, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 43, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 39, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 39, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 39, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 11, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 48]","[['?'], ['?'], ['?']]"
10,"[20, 18, 22, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 49]","[['?'], ['?'], ['?']]"
10,"[20, 18, 31, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 18, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 17, 18]","[['?'], ['?'], ['?']]"
10,"[20, 17, 43]","[['?'], ['?'], ['?']]"
10,"[20, 17, 27]","[['?'], ['?'], ['?']]"
10,"[20, 7, 11, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 39, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 39, 11]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 39, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 39, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 4, 4, 43]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 4, 4, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 4, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 44, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 22, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 22, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 22, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 31]","[['?'], ['?'], ['?']]"
10,"[20, 43, 38, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 43, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 43, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 43, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 27, 20]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 27, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 11, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 43, 1]","[['?'], ['?'], ['?']]"
10,"[20, 40, 39]","[['?'], ['?'], ['?']]"
10,"[20, 40, 38]","[['?'], ['?'], ['?']]"
10,"[20, 39, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 39, 13]","[['?'], ['?'], ['?']]"
10,"[20, 39, 43, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 39, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 39, 25]","[['?'], ['?'], ['?']]"
10,"[20, 39, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 39, 18, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 39, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 39, 30]","[['?'], ['?'], ['?']]"
10,"[20, 44, 44]","[['?'], ['?'], ['?']]"
10,"[20, 44, 38]","[['?'], ['?'], ['?']]"
10,"[20, 44, 24]","[['?'], ['?'], ['?']]"
10,"[20, 22, 35]","[['?'], ['?'], ['?']]"
10,"[20, 22, 35, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 11, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 22, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 22, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 47]","[['?'], ['?'], ['?']]"
10,"[20, 22, 4, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 0]","[['?'], ['?'], ['?']]"
10,"[20, 22, 21, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 43, 38, 43]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 43, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 31, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 3]","[['?'], ['?'], ['?']]"
10,"[20, 22, 39, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 18, 11]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 18, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 18, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 49]","[['?'], ['?'], ['?']]"
10,"[20, 22, 30, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 17]","[['?'], ['?'], ['?']]"
10,"[20, 22, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 20, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 22, 8]","[['?'], ['?'], ['?']]"
10,"[20, 35, 22]","[['?'], ['?'], ['?']]"
10,"[20, 35, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 35, 18]","[['?'], ['?'], ['?']]"
10,"[20, 11, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 11, 4, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 11, 13]","[['?'], ['?'], ['?']]"
10,"[20, 11, 43, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 11, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 11, 20, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 11, 6]","[['?'], ['?'], ['?']]"
10,"[20, 48, 45]","[['?'], ['?'], ['?']]"
10,"[20, 48, 27]","[['?'], ['?'], ['?']]"
10,"[20, 45, 11, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 45, 23]","[['?'], ['?'], ['?']]"
10,"[20, 45, 48]","[['?'], ['?'], ['?']]"
10,"[20, 45, 31]","[['?'], ['?'], ['?']]"
10,"[20, 45, 18]","[['?'], ['?'], ['?']]"
10,"[20, 33, 27]","[['?'], ['?'], ['?']]"
10,"[20, 47, 38]","[['?'], ['?'], ['?']]"
10,"[20, 0, 20]","[['?'], ['?'], ['?']]"
10,"[20, 13, 22, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 13, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 13, 18]","[['?'], ['?'], ['?']]"
10,"[20, 13, 20]","[['?'], ['?'], ['?']]"
10,"[20, 31, 43]","[['?'], ['?'], ['?']]"
10,"[20, 31, 20]","[['?'], ['?'], ['?']]"
10,"[20, 31, 20, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 38, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 38, 11]","[['?'], ['?'], ['?']]"
10,"[20, 38, 45]","[['?'], ['?'], ['?']]"
10,"[20, 38, 48]","[['?'], ['?'], ['?']]"
10,"[20, 38, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 25, 18]","[['?'], ['?'], ['?']]"
10,"[20, 25, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 25, 38, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 25, 20]","[['?'], ['?'], ['?']]"
10,"[20, 25, 30]","[['?'], ['?'], ['?']]"
10,"[20, 49, 4]","[['?'], ['?'], ['?']]"
10,"[20, 49, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 49, 43]","[['?'], ['?'], ['?']]"
10,"[20, 49, 11]","[['?'], ['?'], ['?']]"
10,"[20, 49, 20]","[['?'], ['?'], ['?']]"
10,"[20, 49, 45]","[['?'], ['?'], ['?']]"
10,"[20, 30, 22]","[['?'], ['?'], ['?']]"
10,"[20, 30, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 30, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 30, 39]","[['?'], ['?'], ['?']]"
10,"[20, 30, 45]","[['?'], ['?'], ['?']]"
10,"[20, 19, 11]","[['?'], ['?'], ['?']]"
10,"[20, 15]","[['?'], ['?']]"
10,"[20, 27, 18, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 27, 38, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 27, 39, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 27, 27, 11]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 27, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 27, 27, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 27, 20, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 27, 4, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 27, 48]","[['?'], ['?'], ['?']]"
10,"[20, 27, 49]","[['?'], ['?'], ['?']]"
10,"[20, 27, 25]","[['?'], ['?'], ['?']]"
10,"[20, 27, 45]","[['?'], ['?'], ['?']]"
10,"[20, 20, 4, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 20, 27, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 20, 47]","[['?'], ['?'], ['?']]"
10,"[20, 20, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 20, 43, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 20, 39]","[['?'], ['?'], ['?']]"
10,"[20, 20, 13]","[['?'], ['?'], ['?']]"
10,"[20, 20, 20, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 20, 38, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 20, 38, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[20, 20, 25]","[['?'], ['?'], ['?']]"
10,"[20, 1, 0]","[['?'], ['?'], ['?']]"
10,"[20, 1, 43]","[['?'], ['?'], ['?']]"
10,"[20, 1, 20]","[['?'], ['?'], ['?']]"
10,"[20, 1, 22]","[['?'], ['?'], ['?']]"
10,"[20, 46, 27]","[['?'], ['?'], ['?']]"
10,"[20, 6, 27]","[['?'], ['?'], ['?']]"
10,"[20, 8, 0]","[['?'], ['?'], ['?']]"
10,"[20, 8, 38]","[['?'], ['?'], ['?']]"
10,"[20, 8, 7]","[['?'], ['?'], ['?']]"
10,"[20, 8, 11]","[['?'], ['?'], ['?']]"
10,"[20, 8, 1]","[['?'], ['?'], ['?']]"
10,"[24, 18, 4, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 18, 18, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 18, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 18, 28]","[['?'], ['?'], ['?']]"
10,"[24, 18, 13]","[['?'], ['?'], ['?']]"
10,"[24, 18, 20, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 4, 43, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 4, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 4, 0]","[['?'], ['?'], ['?']]"
10,"[24, 4, 13, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 4, 13, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 4, 22, 22]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 4, 22, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 4, 22, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 4, 25]","[['?'], ['?'], ['?']]"
10,"[24, 4, 24]","[['?'], ['?'], ['?']]"
10,"[24, 4, 27, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 4, 8]","[['?'], ['?'], ['?']]"
10,"[24, 4, 15]","[['?'], ['?'], ['?']]"
10,"[24, 4, 30]","[['?'], ['?'], ['?']]"
10,"[24, 7, 43]","[['?'], ['?'], ['?']]"
10,"[24, 43, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 43, 7]","[['?'], ['?'], ['?']]"
10,"[24, 43, 43, 18]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 43, 45]","[['?'], ['?'], ['?']]"
10,"[24, 39, 43]","[['?'], ['?'], ['?']]"
10,"[24, 39, 21]","[['?'], ['?'], ['?']]"
10,"[24, 39, 11]","[['?'], ['?'], ['?']]"
10,"[24, 39, 18]","[['?'], ['?'], ['?']]"
10,"[24, 44, 45]","[['?'], ['?'], ['?']]"
10,"[24, 44, 44]","[['?'], ['?'], ['?']]"
10,"[24, 44, 38]","[['?'], ['?'], ['?']]"
10,"[24, 35, 43]","[['?'], ['?'], ['?']]"
10,"[24, 11, 11]","[['?'], ['?'], ['?']]"
10,"[24, 11, 45]","[['?'], ['?'], ['?']]"
10,"[24, 11, 13]","[['?'], ['?'], ['?']]"
10,"[24, 11, 7]","[['?'], ['?'], ['?']]"
10,"[24, 16]","[['?'], ['?']]"
10,"[24, 36]","[['?'], ['?']]"
10,"[24, 22, 33]","[['?'], ['?'], ['?']]"
10,"[24, 22, 23, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 22, 21]","[['?'], ['?'], ['?']]"
10,"[24, 45, 11]","[['?'], ['?'], ['?']]"
10,"[24, 45, 22]","[['?'], ['?'], ['?']]"
10,"[24, 45, 38]","[['?'], ['?'], ['?']]"
10,"[24, 45, 27]","[['?'], ['?'], ['?']]"
10,"[24, 33, 27]","[['?'], ['?'], ['?']]"
10,"[24, 0, 43]","[['?'], ['?'], ['?']]"
10,"[24, 0, 38]","[['?'], ['?'], ['?']]"
10,"[24, 0, 27]","[['?'], ['?'], ['?']]"
10,"[24, 13, 43]","[['?'], ['?'], ['?']]"
10,"[24, 13, 38]","[['?'], ['?'], ['?']]"
10,"[24, 21, 7]","[['?'], ['?'], ['?']]"
10,"[24, 41]","[['?'], ['?']]"
10,"[24, 38, 11]","[['?'], ['?'], ['?']]"
10,"[24, 38, 45]","[['?'], ['?'], ['?']]"
10,"[24, 38, 18]","[['?'], ['?'], ['?']]"
10,"[24, 25, 4]","[['?'], ['?'], ['?']]"
10,"[24, 3, 4]","[['?'], ['?'], ['?']]"
10,"[24, 24, 4]","[['?'], ['?'], ['?']]"
10,"[24, 24, 20]","[['?'], ['?'], ['?']]"
10,"[24, 24, 43]","[['?'], ['?'], ['?']]"
10,"[24, 27, 38]","[['?'], ['?'], ['?']]"
10,"[24, 27, 13]","[['?'], ['?'], ['?']]"
10,"[24, 20, 20, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[24, 20, 38]","[['?'], ['?'], ['?']]"
10,"[40, 39, 43]","[['?'], ['?'], ['?']]"
10,"[40, 39, 27]","[['?'], ['?'], ['?']]"
10,"[40, 4, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[40, 4, 18, 18, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[40, 13, 38]","[['?'], ['?'], ['?']]"
10,"[40, 43, 7]","[['?'], ['?'], ['?']]"
10,"[40, 43, 18]","[['?'], ['?'], ['?']]"
10,"[40, 43, 20]","[['?'], ['?'], ['?']]"
10,"[40, 38, 4]","[['?'], ['?'], ['?']]"
10,"[40, 38, 27]","[['?'], ['?'], ['?']]"
10,"[40, 3]","[['?'], ['?']]"
10,"[40, 18, 11]","[['?'], ['?'], ['?']]"
10,"[40, 18, 22]","[['?'], ['?'], ['?']]"
10,"[40, 18, 4]","[['?'], ['?'], ['?']]"
10,"[40, 18, 43]","[['?'], ['?'], ['?']]"
10,"[40, 18, 18, 39]","[['?'], ['?'], ['?'], ['?']]"
10,"[40, 18, 18, 18, 18]","[['?'], ['?'], ['?'], ['?'], ['?']]"
10,"[40, 18, 20]","[['?'], ['?'], ['?']]"
10,"[40, 10]","[['?'], ['?']]"
10,"[40, 27, 20]","[['?'], ['?'], ['?']]"
10,"[40, 1]","[['?'], ['?']]"
10,"[47, 30, 1, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[47, 4, 43, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[47, 4, 43, 27]","[['?'], ['?'], ['?'], ['?']]"
10,"[47, 4, 39, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[47, 4, 11]","[['?'], ['?'], ['?']]"
10,"[47, 4, 38, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[47, 4, 25]","[['?'], ['?'], ['?']]"
10,"[47, 43, 4, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[47, 43, 7, 38]","[['?'], ['?'], ['?'], ['?']]"
10,"[47, 43, 24]","[['?'], ['?'], ['?']]"
10,"[47, 43, 18]","[['?'], ['?'], ['?']]"
10,"[47, 43, 35]","[['?'], ['?'], ['?']]"
10,"[47, 43, 45]","[['?'], ['?'], ['?']]"
10,"[47, 43, 23]","[['?'], ['?'], ['?']]"
10,"[47, 39, 45]","[['?'], ['?'], ['?']]"
10,"[47, 39, 18]","[['?'], ['?'], ['?']]"
10,"[47, 22, 35]","[['?'], ['?'], ['?']]"
10,"[47, 22, 43]","[['?'], ['?'], ['?']]"
10,"[47, 28, 35]","[['?'], ['?'], ['?']]"
10,"[47, 28, 4]","[['?'], ['?'], ['?']]"
10,"[47, 45, 43]","[['?'], ['?'], ['?']]"
10,"[47, 45, 38]","[['?'], ['?'], ['?']]"
10,"[47, 14]","[['?'], ['?']]"
10,"[47, 23, 4]","[['?'], ['?'], ['?']]"
10,"[47, 13, 38]","[['?'], ['?'], ['?']]"
10,"[47, 13, 27]","[['?'], ['?'], ['?']]"
10,"[47, 38, 27]","[['?'], ['?'], ['?']]"
10,"[47, 9]","[['?'], ['?']]"
10,"[47, 27, 7]","[['?'], ['?'], ['?']]"
10,"[47, 27, 43, 43]","[['?'], ['?'], ['?'], ['?']]"
10,"[47, 27, 1]","[['?'], ['?'], ['?']]"
10,"[47, 6]","[['?'], ['?']]"
10,"[47, 1, 38]","[['?'], ['?'], ['?']]"
10,"[14, 11]","[['?'], ['?']]"
10,"[14, 24]","[['?'], ['?']]"
10,"[14, 27]","[['?'], ['?']]"
10,"[14, 17]","[['?'], ['?']]"
10,"[36, 44]","[['?'], ['?']]"
10,"[36, 47]","[['?'], ['?']]"
10,"[36, 43, 4]","[['?'], ['?'], ['?']]"
10,"[36, 7]","[['?'], ['?']]"
10,"[36, 39]","[['?'], ['?']]"
10,"[46, 40]","[['?'], ['?']]"
10,"[46, 22, 4]","[['?'], ['?'], ['?']]"
10,"[46, 22, 46]","[['?'], ['?'], ['?']]"
10,"[46, 11, 6]","[['?'], ['?'], ['?']]"
10,"[46, 43, 43]","[['?'], ['?'], ['?']]"
10,"[46, 31]","[['?'], ['?']]"
10,"[46, 6, 27]","[['?'], ['?'], ['?']]"
10,"[46, 8, 8]","[['?'], ['?'], ['?']]"
10,"[12, 12]","[['?'], ['?']]"
10,"[12, 4, 13]","[['?'], ['?'], ['?']]"
10,"[12, 4, 21]","[['?'], ['?'], ['?']]"
10,"[12, 0, 38]","[['?'], ['?'], ['?']]"
10,"[12, 21, 38]","[['?'], ['?'], ['?']]"
10,"[12, 21, 4]","[['?'], ['?'], ['?']]"
10,"[12, 43, 4]","[['?'], ['?'], ['?']]"
10,"[12, 43, 27]","[['?'], ['?'], ['?']]"
10,"[12, 7, 22]","[['?'], ['?'], ['?']]"
10,"[12, 7, 4]","[['?'], ['?'], ['?']]"
10,"[12, 38, 4, 4]","[['?'], ['?'], ['?'], ['?']]"
10,"[12, 49]","[['?'], ['?']]"
10,"[12, 8]","[['?'], ['?']]"
10,"[12, 2]","[['?'], ['?']]"
10,"[12, 27, 27]","[['?'], ['?'], ['?']]"
