minsup,Pattern,Support
5,"[(6,), (12,), (12,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (12,), (8,)]",8
5,"[(6,), (12,), (12,), (8,), (7,), (12,)]",8
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (12,), (8,)]",6
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (12,)]",7
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (8,)]",6
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7, 8), (12,), (8,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7, 8), (12,)]",6
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7, 8), (8,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7, 8)]",6
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,), (7,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (8,)]",8
5,"[(6,), (12,), (12,), (8,), (7,), (7, 8), (12,), (8,)]",6
5,"[(6,), (12,), (12,), (8,), (7,), (7, 8), (12,)]",7
5,"[(6,), (12,), (12,), (8,), (7,), (7, 8), (8,)]",7
5,"[(6,), (12,), (12,), (8,), (7,), (7, 8)]",7
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (12,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (12,), (8,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,), (8,)]",5
5,"[(6,), (12,), (12,), (8,), (7,), (7,)]",5
5,"[(6,), (12,), (12,), (8,), (7,)]",8
5,"[(6,), (12,), (12,), (8,)]",15
5,"[(6,), (12,), (12,), (7, 8, 9)]",5
5,"[(6,), (12,), (12,), (7, 8), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7, 8), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7, 8), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7, 8), (12,), (8,)]",7
5,"[(6,), (12,), (12,), (7, 8), (12,)]",8
5,"[(6,), (12,), (12,), (7, 8), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (7, 8), (8,)]",8
5,"[(6,), (12,), (12,), (7, 8), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7, 8), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7, 8), (7,), (12,)]",5
5,"[(6,), (12,), (12,), (7, 8), (7,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (7, 8), (7,), (8,)]",5
5,"[(6,), (12,), (12,), (7, 8), (7,)]",5
5,"[(6,), (12,), (12,), (7, 8)]",9
5,"[(6,), (12,), (12,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (12,), (12,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (12,), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (12,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (12,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (12,), (8,)]",8
5,"[(6,), (12,), (12,), (7,), (12,)]",8
5,"[(6,), (12,), (12,), (7,), (8,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (12,), (8,)]",6
5,"[(6,), (12,), (12,), (7,), (8,), (12,)]",7
5,"[(6,), (12,), (12,), (7,), (8,), (8,)]",6
5,"[(6,), (12,), (12,), (7,), (8,), (7, 8), (12,), (8,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (7, 8), (12,)]",6
5,"[(6,), (12,), (12,), (7,), (8,), (7, 8), (8,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (7, 8)]",6
5,"[(6,), (12,), (12,), (7,), (8,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (8,), (7,)]",5
5,"[(6,), (12,), (12,), (7,), (8,)]",9
5,"[(6,), (12,), (12,), (7,), (7, 8), (12,), (8,)]",6
5,"[(6,), (12,), (12,), (7,), (7, 8), (12,)]",7
5,"[(6,), (12,), (12,), (7,), (7, 8), (8,)]",7
5,"[(6,), (12,), (12,), (7,), (7, 8)]",8
5,"[(6,), (12,), (12,), (7,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (12,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (12,), (8,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (8,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (8,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (8,), (12,)]",5
5,"[(6,), (12,), (12,), (7,), (7,), (8,)]",6
5,"[(6,), (12,), (12,), (7,), (7,), (7, 8)]",5
5,"[(6,), (12,), (12,), (7,), (7,)]",7
5,"[(6,), (12,), (12,), (7,)]",10
5,"[(6,), (12,), (12,)]",20
5,"[(6,), (12,), (11,)]",5
5,"[(6,), (12,), (8,), (62,)]",5
5,"[(6,), (12,), (8,), (18,), (18,)]",5
5,"[(6,), (12,), (8,), (18,)]",7
5,"[(6,), (12,), (8,), (13,)]",6
5,"[(6,), (12,), (8,), (12,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (12,), (12,), (12,), (12,)]",6
5,"[(6,), (12,), (8,), (12,), (12,), (12,), (12,)]",6
5,"[(6,), (12,), (8,), (12,), (12,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (12,), (12,), (12,)]",6
5,"[(6,), (12,), (8,), (12,), (12,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (12,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (12,), (8,), (12,)]",6
5,"[(6,), (12,), (8,), (12,), (12,), (8,)]",7
5,"[(6,), (12,), (8,), (12,), (12,)]",7
5,"[(6,), (12,), (8,), (12,), (8,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (8,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (8,), (12,), (12,), (12,)]",6
5,"[(6,), (12,), (8,), (12,), (8,), (12,), (12,)]",6
5,"[(6,), (12,), (8,), (12,), (8,), (12,)]",7
5,"[(6,), (12,), (8,), (12,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (8,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (8,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (8,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (8,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (12,), (8,), (7,)]",5
5,"[(6,), (12,), (8,), (12,), (8,)]",10
5,"[(6,), (12,), (8,), (12,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (8,), (7,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (8,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (12,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (12,), (7,)]",5
5,"[(6,), (12,), (8,), (12,)]",12
5,"[(6,), (12,), (8,), (11,)]",5
5,"[(6,), (12,), (8,), (8,), (18,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (12,), (12,), (12,), (12,)]",6
5,"[(6,), (12,), (8,), (8,), (12,), (12,), (12,), (12,)]",6
5,"[(6,), (12,), (8,), (8,), (12,), (12,), (12,)]",6
5,"[(6,), (12,), (8,), (8,), (12,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (12,)]",6
5,"[(6,), (12,), (8,), (8,), (12,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (8,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (8,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (8,), (7,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (8,)]",9
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (8,), (7,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (8,), (12,), (7,)]",5
5,"[(6,), (12,), (8,), (8,), (12,)]",12
5,"[(6,), (12,), (8,), (8,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (12,)]",8
5,"[(6,), (12,), (8,), (8,), (8,), (8,)]",7
5,"[(6,), (12,), (8,), (8,), (8,), (7, 8), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (7, 8), (12,)]",6
5,"[(6,), (12,), (8,), (8,), (8,), (7, 8), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (7, 8)]",6
5,"[(6,), (12,), (8,), (8,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (8,), (8,), (7,)]",5
5,"[(6,), (12,), (8,), (8,), (8,)]",11
5,"[(6,), (12,), (8,), (8,), (7, 8), (12,), (8,)]",6
5,"[(6,), (12,), (8,), (8,), (7, 8), (12,)]",8
5,"[(6,), (12,), (8,), (8,), (7, 8), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7, 8), (8,)]",8
5,"[(6,), (12,), (8,), (8,), (7, 8)]",8
5,"[(6,), (12,), (8,), (8,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (12,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (12,), (8,)]",8
5,"[(6,), (12,), (8,), (8,), (7,), (12,)]",8
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (12,)]",7
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (7, 8), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (7, 8), (12,)]",6
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (7, 8), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (7, 8)]",6
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,), (7,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (8,)]",8
5,"[(6,), (12,), (8,), (8,), (7,), (7, 8), (12,), (8,)]",6
5,"[(6,), (12,), (8,), (8,), (7,), (7, 8), (12,)]",7
5,"[(6,), (12,), (8,), (8,), (7,), (7, 8), (8,)]",7
5,"[(6,), (12,), (8,), (8,), (7,), (7, 8)]",7
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,), (8,)]",5
5,"[(6,), (12,), (8,), (8,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (8,), (7,)]",8
5,"[(6,), (12,), (8,), (8,)]",15
5,"[(6,), (12,), (8,), (7, 8, 9), (8,)]",5
5,"[(6,), (12,), (8,), (7, 8, 9)]",6
5,"[(6,), (12,), (8,), (7, 8), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7, 8), (12,), (8,)]",7
5,"[(6,), (12,), (8,), (7, 8), (12,)]",9
5,"[(6,), (12,), (8,), (7, 8), (8,), (12,)]",6
5,"[(6,), (12,), (8,), (7, 8), (8,)]",9
5,"[(6,), (12,), (8,), (7, 8), (7, 8)]",5
5,"[(6,), (12,), (8,), (7, 8)]",10
5,"[(6,), (12,), (8,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (8,)]",8
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (7,), (12,), (7,)]",5
5,"[(6,), (12,), (8,), (7,), (12,)]",8
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (8,)]",6
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,), (7,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (12,)]",7
5,"[(6,), (12,), (8,), (7,), (8,), (8,)]",6
5,"[(6,), (12,), (8,), (7,), (8,), (7, 8), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7, 8), (12,)]",6
5,"[(6,), (12,), (8,), (7,), (8,), (7, 8), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7, 8)]",6
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (7,), (8,), (7,)]",5
5,"[(6,), (12,), (8,), (7,), (8,)]",8
5,"[(6,), (12,), (8,), (7,), (7, 8), (12,), (8,)]",6
5,"[(6,), (12,), (8,), (7,), (7, 8), (12,)]",7
5,"[(6,), (12,), (8,), (7,), (7, 8), (8,)]",7
5,"[(6,), (12,), (8,), (7,), (7, 8)]",7
5,"[(6,), (12,), (8,), (7,), (7,), (12,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (12,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (8,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (8,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (8,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (8,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (8,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (8,), (7,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (7,), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (7,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (7,), (12,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (7,), (12,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (7,), (12,), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (7,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (7,), (8,), (12,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (7,), (8,)]",5
5,"[(6,), (12,), (8,), (7,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (7,), (7,)]",5
5,"[(6,), (12,), (8,), (7,)]",8
5,"[(6,), (12,), (8,)]",19
5,"[(6,), (12,), (7, 8, 9), (8,)]",5
5,"[(6,), (12,), (7, 8, 9)]",7
5,"[(6,), (12,), (7, 8), (13,)]",5
5,"[(6,), (12,), (7, 8), (12,), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (7, 8), (12,), (12,), (12,)]",5
5,"[(6,), (12,), (7, 8), (12,), (12,), (8,)]",5
5,"[(6,), (12,), (7, 8), (12,), (12,)]",6
5,"[(6,), (12,), (7, 8), (12,), (8,), (12,)]",5
